"Review","FinancialYear","HBR","CA","MotherAgeGroup","ValidReviews","CurrentFeedingExclusiveBreast","CurrentFeedingMixed","CurrentFeedingFormula","CurrentFeedingOther","CurrentFeedingCowsMilk","CurrentFeedingOverallBreast","EverBreastfed","ExclusivelyBreastfedSinceBirth"
"First Visit","2022/23","S08000024","S12000019","20-24",115,25,20,70,0,0,45,57,22
"First Visit","2022/23","S08000024","S12000019","25-29",244,85,40,119,0,0,125,153,77
"First Visit","2022/23","S08000024","S12000019","30-34",400,164,86,148,2,0,250,292,151
"First Visit","2022/23","S08000024","S12000019","35-39",206,101,61,44,0,0,162,178,90
"First Visit","2022/23","S08000024","S12000019","40 and over",39,13,13,13,0,0,26,30,12
"First Visit","2022/23","S08000024","S12000036","under 20",58,12,11,35,0,0,23,27,10
"First Visit","2022/23","S08000024","S12000036","20-24",262,53,51,158,0,0,104,135,44
"First Visit","2022/23","S08000024","S12000036","25-29",702,296,175,228,3,0,471,524,252
"First Visit","2022/23","S08000024","S12000036","30-34",1557,840,413,299,5,0,1253,1322,730
"First Visit","2022/23","S08000024","S12000036","35-39",1194,650,366,174,4,0,1016,1051,579
"First Visit","2022/23","S08000024","S12000036","40 and over",279,146,109,24,0,0,255,264,128
"First Visit","2022/23","S08000024","S12000036","Invalid or missing",2,1,1,0,0,0,2,2,1
"First Visit","2022/23","S08000024","S12000040","under 20",54,7,7,40,0,0,14,28,6
"First Visit","2022/23","S08000024","S12000040","20-24",214,40,32,142,0,0,72,107,34
"First Visit","2022/23","S08000024","S12000040","25-29",451,163,74,214,0,0,237,295,149
"First Visit","2022/23","S08000024","S12000040","30-34",624,250,139,235,0,0,389,460,218
"First Visit","2022/23","S08000024","S12000040","35-39",321,137,66,118,0,0,203,255,124
"First Visit","2022/23","S08000024","S12000040","40 and over",100,35,31,34,0,0,66,74,29
"First Visit","2022/23","S08000025","S12000023","under 20",3,0,3,0,0,0,3,3,0
"First Visit","2022/23","S08000025","S12000023","20-24",19,11,4,4,0,0,15,19,10
"First Visit","2022/23","S08000025","S12000023","25-29",32,16,7,9,0,0,23,29,15
"First Visit","2022/23","S08000025","S12000023","30-34",56,31,9,16,0,0,40,47,30
"First Visit","2022/23","S08000025","S12000023","35-39",21,12,5,4,0,0,17,21,10
"First Visit","2022/23","S08000025","S12000023","40 and over",8,4,3,1,0,0,7,8,4
"First Visit","2022/23","S08000026","S12000027","under 20",2,1,0,1,0,0,1,1,0
"First Visit","2022/23","S08000026","S12000027","20-24",22,13,2,7,0,0,15,16,12
"First Visit","2022/23","S08000026","S12000027","25-29",58,40,3,15,0,0,43,48,40
"First Visit","2022/23","S08000026","S12000027","30-34",76,39,13,24,0,0,52,59,39
"First Visit","2022/23","S08000026","S12000027","35-39",36,21,7,8,0,0,28,35,21
"First Visit","2022/23","S08000026","S12000027","40 and over",7,4,2,1,0,0,6,6,4
"First Visit","2022/23","S08000028","S12000013","under 20",4,1,0,3,0,0,1,1,0
"First Visit","2022/23","S08000028","S12000013","20-24",12,3,2,7,0,0,5,7,3
"First Visit","2022/23","S08000028","S12000013","25-29",41,21,7,13,0,0,28,32,17
"First Visit","2022/23","S08000028","S12000013","30-34",66,28,11,27,0,0,39,47,25
"First Visit","2022/23","S08000028","S12000013","35-39",28,13,6,9,0,0,19,20,11
"First Visit","2022/23","S08000028","S12000013","40 and over",8,3,0,5,0,0,3,5,3
"First Visit","2022/23","S08000029","S12000047","under 20",100,14,21,65,0,0,35,47,13
"First Visit","2022/23","S08000029","S12000047","20-24",409,95,69,245,0,0,164,229,84
"First Visit","2022/23","S08000029","S12000047","25-29",802,255,134,410,3,0,389,487,224
"First Visit","2022/23","S08000029","S12000047","30-34",899,387,138,373,1,0,525,638,358
"First Visit","2022/23","S08000029","S12000047","35-39",513,237,91,185,0,0,328,382,217
"First Visit","2022/23","S08000029","S12000047","40 and over",123,47,38,38,0,0,85,97,45
"First Visit","2022/23","S08000030","S12000041","under 20",22,2,3,17,0,0,5,7,2
"First Visit","2022/23","S08000030","S12000041","20-24",94,27,10,57,0,0,37,46,26
"First Visit","2022/23","S08000030","S12000041","25-29",276,92,42,142,0,0,134,162,76
"First Visit","2022/23","S08000030","S12000041","30-34",280,117,61,102,0,0,178,208,111
"First Visit","2022/23","S08000030","S12000041","35-39",141,56,30,55,0,0,86,109,47
"First Visit","2022/23","S08000030","S12000041","40 and over",27,17,5,5,0,0,22,26,17
"First Visit","2022/23","S08000030","S12000042","under 20",49,11,4,33,1,0,15,24,11
"First Visit","2022/23","S08000030","S12000042","20-24",174,40,18,114,2,0,58,78,40
"First Visit","2022/23","S08000030","S12000042","25-29",313,120,44,148,1,0,164,191,120
"First Visit","2022/23","S08000030","S12000042","30-34",446,186,86,172,2,0,272,320,185
"First Visit","2022/23","S08000030","S12000042","35-39",203,90,51,62,0,0,141,156,88
"First Visit","2022/23","S08000030","S12000042","40 and over",56,22,17,17,0,0,39,43,22
"First Visit","2022/23","S08000030","S12000048","under 20",27,4,3,20,0,0,7,11,4
"First Visit","2022/23","S08000030","S12000048","20-24",145,45,20,79,1,0,65,83,35
"First Visit","2022/23","S08000030","S12000048","25-29",319,151,47,119,2,0,198,230,122
"First Visit","2022/23","S08000030","S12000048","30-34",408,234,66,106,2,0,300,331,208
"First Visit","2022/23","S08000030","S12000048","35-39",223,116,45,61,1,0,161,183,108
"First Visit","2022/23","S08000030","S12000048","40 and over",49,24,12,13,0,0,36,41,23
"First Visit","2022/23","S08000030","S12000048","Invalid or missing",1,0,0,1,0,0,0,1,0
"First Visit","2022/23","S08000031","S12000011","under 20",7,0,0,7,0,0,0,0,0
"First Visit","2022/23","S08000031","S12000011","20-24",28,6,1,21,0,0,7,11,6
"First Visit","2022/23","S08000031","S12000011","25-29",131,46,28,57,0,0,74,81,44
"First Visit","2022/23","S08000031","S12000011","30-34",314,149,67,98,0,0,216,240,145
"First Visit","2022/23","S08000031","S12000011","35-39",219,110,43,66,0,0,153,176,108
"First Visit","2022/23","S08000031","S12000011","40 and over",42,14,17,11,0,0,31,38,13
"First Visit","2022/23","S08000031","S12000011","Invalid or missing",1,0,1,0,0,0,1,1,0
"First Visit","2022/23","S08000031","S12000018","under 20",17,0,1,16,0,0,1,6,0
"First Visit","2022/23","S08000031","S12000018","20-24",81,9,9,63,0,0,18,27,8
"First Visit","2022/23","S08000031","S12000018","25-29",180,43,22,115,0,0,65,83,40
"First Visit","2022/23","S08000031","S12000018","30-34",212,58,35,119,0,0,93,108,55
"First Visit","2022/23","S08000031","S12000018","35-39",109,34,18,57,0,0,52,60,33
"First Visit","2022/23","S08000031","S12000018","40 and over",25,9,5,11,0,0,14,18,9
"First Visit","2022/23","S08000031","S12000038","under 20",27,1,4,22,0,0,5,9,1
"First Visit","2022/23","S08000031","S12000038","20-24",157,33,17,107,0,0,50,64,33
"First Visit","2022/23","S08000031","S12000038","25-29",445,114,70,261,0,0,184,228,106
"First Visit","2022/23","S08000031","S12000038","30-34",579,206,114,259,0,0,320,374,199
"First Visit","2022/23","S08000031","S12000038","35-39",347,115,76,156,0,0,191,227,109
"First Visit","2022/23","S08000031","S12000038","40 and over",75,22,21,32,0,0,43,53,22
"First Visit","2022/23","S08000031","S12000038","Invalid or missing",2,1,1,0,0,0,2,2,1
"First Visit","2022/23","S08000031","S12000039","under 20",20,1,4,15,0,0,5,7,1
"First Visit","2022/23","S08000031","S12000039","20-24",122,15,8,99,0,0,23,31,13
"First Visit","2022/23","S08000031","S12000039","25-29",219,47,28,144,0,0,75,98,46
"First Visit","2022/23","S08000031","S12000039","30-34",269,86,45,138,0,0,131,156,84
"First Visit","2022/23","S08000031","S12000039","35-39",126,37,26,63,0,0,63,74,37
"First Visit","2022/23","S08000031","S12000039","40 and over",31,4,8,19,0,0,12,15,4
"First Visit","2022/23","S08000031","S12000039","Invalid or missing",2,1,1,0,0,0,2,2,1
"First Visit","2022/23","S08000031","S12000045","under 20",9,3,1,5,0,0,4,5,3
"First Visit","2022/23","S08000031","S12000045","20-24",40,7,5,28,0,0,12,14,7
"First Visit","2022/23","S08000031","S12000045","25-29",143,50,24,69,0,0,74,85,47
"First Visit","2022/23","S08000031","S12000045","30-34",327,171,61,95,0,0,232,251,169
"First Visit","2022/23","S08000031","S12000045","35-39",265,137,49,79,0,0,186,211,127
"First Visit","2022/23","S08000031","S12000045","40 and over",58,27,15,16,0,0,42,48,27
"First Visit","2022/23","S08000031","S12000049","under 20",141,18,20,103,0,0,38,59,17
"First Visit","2022/23","S08000031","S12000049","20-24",689,142,155,392,0,0,297,344,137
"First Visit","2022/23","S08000031","S12000049","25-29",1509,476,397,636,0,0,873,968,452
"First Visit","2022/23","S08000031","S12000049","30-34",1860,693,492,675,0,0,1185,1292,664
"First Visit","2022/23","S08000031","S12000049","35-39",1145,457,315,373,0,0,772,846,430
"First Visit","2022/23","S08000031","S12000049","40 and over",311,124,101,86,0,0,225,254,115
"First Visit","2022/23","S08000031","S12000049","Invalid or missing",8,1,3,4,0,0,4,5,1
"First Visit","2022/23","S08000032","S12000029","under 20",56,5,4,47,0,0,9,15,3
"First Visit","2022/23","S08000032","S12000029","20-24",331,65,46,220,0,0,111,140,56
"First Visit","2022/23","S08000032","S12000029","25-29",762,201,132,428,1,0,333,401,174
"First Visit","2022/23","S08000032","S12000029","30-34",1082,335,207,539,1,0,542,636,296
"First Visit","2022/23","S08000032","S12000029","35-39",644,236,128,280,0,0,364,434,203
"First Visit","2022/23","S08000032","S12000029","40 and over",133,49,23,61,0,0,72,91,44
"First Visit","2022/23","S08000032","S12000029","Invalid or missing",2,1,0,1,0,0,1,1,1
"First Visit","2022/23","S08000032","S12000050","under 20",71,12,8,50,1,0,20,28,12
"First Visit","2022/23","S08000032","S12000050","20-24",414,63,49,302,0,0,112,155,55
"First Visit","2022/23","S08000032","S12000050","25-29",890,204,125,560,1,0,329,411,184
"First Visit","2022/23","S08000032","S12000050","30-34",962,261,158,542,1,0,419,499,230
"First Visit","2022/23","S08000032","S12000050","35-39",531,151,88,289,3,0,239,298,127
"First Visit","2022/23","S08000032","S12000050","40 and over",102,25,16,60,1,0,41,54,22
"First Visit","2022/23","S08000032","S12000050","Invalid or missing",1,0,0,1,0,0,0,0,0
"First Visit","2021/22","RA2704","RA2704","20-24",3,1,0,2,0,0,1,2,1
"First Visit","2021/22","RA2704","RA2704","25-29",4,1,2,1,0,0,3,3,1
"First Visit","2021/22","RA2704","RA2704","30-34",8,5,0,3,0,0,5,6,4
"First Visit","2021/22","RA2704","RA2704","35-39",2,1,1,0,0,0,2,2,1
"First Visit","2021/22","RA2704","RA2704","40 and over",2,2,0,0,0,0,2,2,1
"First Visit","2021/22","RA2704","RA2704","Invalid or missing",1,1,0,0,0,0,1,1,1
"First Visit","2021/22","S08000015","S12000008","under 20",37,3,2,32,0,0,5,13,1
"First Visit","2021/22","S08000015","S12000008","20-24",176,30,9,137,0,0,39,63,29
"First Visit","2021/22","S08000015","S12000008","25-29",321,68,38,214,1,0,106,145,60
"First Visit","2021/22","S08000015","S12000008","30-34",336,107,35,194,0,0,142,182,100
"First Visit","2021/22","S08000015","S12000008","35-39",158,60,24,74,0,0,84,102,51
"First Visit","2021/22","S08000015","S12000008","40 and over",28,9,2,17,0,0,11,18,9
"First Visit","2021/22","S08000015","S12000021","under 20",30,4,1,25,0,0,5,9,3
"First Visit","2021/22","S08000015","S12000021","20-24",163,29,15,119,0,0,44,72,29
"First Visit","2021/22","S08000015","S12000021","25-29",289,74,41,174,0,0,115,155,64
"First Visit","2021/22","S08000015","S12000021","30-34",332,101,53,178,0,0,154,199,86
"First Visit","2021/22","S08000015","S12000021","35-39",165,45,30,90,0,0,75,98,39
"First Visit","2021/22","S08000015","S12000021","40 and over",36,9,10,17,0,0,19,23,9
"First Visit","2021/22","S08000015","S12000028","under 20",21,1,0,20,0,0,1,6,1
"First Visit","2021/22","S08000015","S12000028","20-24",103,21,7,75,0,0,28,40,18
"First Visit","2021/22","S08000015","S12000028","25-29",197,53,24,120,0,0,77,95,50
"First Visit","2021/22","S08000015","S12000028","30-34",275,101,35,137,2,0,136,172,95
"First Visit","2021/22","S08000015","S12000028","35-39",152,36,39,77,0,0,75,93,34
"First Visit","2021/22","S08000015","S12000028","40 and over",27,7,7,13,0,0,14,18,7
"First Visit","2021/22","S08000015","S12000028","Invalid or missing",1,0,0,1,0,0,0,0,0
"First Visit","2021/22","S08000016","S12000026","under 20",20,6,0,14,0,0,6,10,4
"First Visit","2021/22","S08000016","S12000026","20-24",99,33,12,54,0,0,45,58,28
"First Visit","2021/22","S08000016","S12000026","25-29",227,107,34,86,0,0,141,167,98
"First Visit","2021/22","S08000016","S12000026","30-34",302,159,47,95,1,0,206,240,150
"First Visit","2021/22","S08000016","S12000026","35-39",141,87,17,36,1,0,104,119,79
"First Visit","2021/22","S08000016","S12000026","40 and over",36,18,14,4,0,0,32,34,17
"First Visit","2021/22","S08000016","S12000026","Invalid or missing",1,0,0,1,0,0,0,0,0
"First Visit","2021/22","S08000017","S12000006","under 20",29,6,1,22,0,0,7,9,6
"First Visit","2021/22","S08000017","S12000006","20-24",139,33,12,94,0,0,45,68,29
"First Visit","2021/22","S08000017","S12000006","25-29",356,118,38,200,0,0,156,203,107
"First Visit","2021/22","S08000017","S12000006","30-34",359,146,55,156,2,0,201,250,136
"First Visit","2021/22","S08000017","S12000006","35-39",163,74,18,71,0,0,92,121,69
"First Visit","2021/22","S08000017","S12000006","40 and over",37,14,7,16,0,0,21,25,12
"First Visit","2021/22","S08000019","S12000005","under 20",14,1,0,13,0,0,1,3,1
"First Visit","2021/22","S08000019","S12000005","20-24",89,10,8,71,0,0,18,30,9
"First Visit","2021/22","S08000019","S12000005","25-29",155,43,24,88,0,0,67,89,39
"First Visit","2021/22","S08000019","S12000005","30-34",141,53,21,67,0,0,74,90,46
"First Visit","2021/22","S08000019","S12000005","35-39",76,21,20,35,0,0,41,50,20
"First Visit","2021/22","S08000019","S12000005","40 and over",10,4,2,4,0,0,6,7,4
"First Visit","2021/22","S08000019","S12000014","under 20",20,2,3,15,0,0,5,6,2
"First Visit","2021/22","S08000019","S12000014","20-24",175,25,18,132,0,0,43,59,22
"First Visit","2021/22","S08000019","S12000014","25-29",446,110,65,271,0,0,175,231,90
"First Visit","2021/22","S08000019","S12000014","30-34",499,181,106,211,1,0,287,339,163
"First Visit","2021/22","S08000019","S12000014","35-39",236,80,56,100,0,0,136,163,64
"First Visit","2021/22","S08000019","S12000014","40 and over",54,12,8,34,0,0,20,32,12
"First Visit","2021/22","S08000019","S12000030","under 20",21,2,2,17,0,0,4,8,2
"First Visit","2021/22","S08000019","S12000030","20-24",59,11,9,39,0,0,20,27,11
"First Visit","2021/22","S08000019","S12000030","25-29",144,50,18,76,0,0,68,83,45
"First Visit","2021/22","S08000019","S12000030","30-34",248,115,54,79,0,0,169,181,101
"First Visit","2021/22","S08000019","S12000030","35-39",149,83,33,33,0,0,116,121,73
"First Visit","2021/22","S08000019","S12000030","40 and over",33,20,7,6,0,0,27,27,16
"First Visit","2021/22","S08000020","S12000020","under 20",19,5,0,14,0,0,5,8,3
"First Visit","2021/22","S08000020","S12000020","20-24",106,32,13,61,0,0,45,57,30
"First Visit","2021/22","S08000020","S12000020","25-29",255,96,29,130,0,0,125,159,89
"First Visit","2021/22","S08000020","S12000020","30-34",259,128,31,99,1,0,159,187,120
"First Visit","2021/22","S08000020","S12000020","35-39",128,65,12,51,0,0,77,95,60
"First Visit","2021/22","S08000020","S12000020","40 and over",22,8,5,9,0,0,13,15,8
"First Visit","2021/22","S08000020","S12000020","Invalid or missing",1,0,1,0,0,0,1,1,0
"First Visit","2021/22","S08000020","S12000033","under 20",28,4,3,21,0,0,7,15,4
"First Visit","2021/22","S08000020","S12000033","20-24",193,55,21,117,0,0,76,98,46
"First Visit","2021/22","S08000020","S12000033","25-29",402,191,69,141,1,0,260,305,178
"First Visit","2021/22","S08000020","S12000033","30-34",550,276,119,154,1,0,395,443,256
"First Visit","2021/22","S08000020","S12000033","35-39",387,197,97,93,0,0,294,326,179
"First Visit","2021/22","S08000020","S12000033","40 and over",85,37,24,24,0,0,61,73,33
"First Visit","2021/22","S08000020","S12000034","under 20",25,8,2,15,0,0,10,15,8
"First Visit","2021/22","S08000020","S12000034","20-24",191,59,20,112,0,0,79,111,51
"First Visit","2021/22","S08000020","S12000034","25-29",617,276,73,267,1,0,349,435,255
"First Visit","2021/22","S08000020","S12000034","30-34",821,451,97,270,3,0,548,636,419
"First Visit","2021/22","S08000020","S12000034","35-39",448,260,73,114,1,0,333,378,244
"First Visit","2021/22","S08000020","S12000034","40 and over",99,46,23,30,0,0,69,84,41
"First Visit","2021/22","S08000022","S12000017","under 20",43,6,9,28,0,0,15,20,6
"First Visit","2021/22","S08000022","S12000017","20-24",238,80,24,134,0,0,104,126,72
"First Visit","2021/22","S08000022","S12000017","25-29",542,240,49,253,0,0,289,363,217
"First Visit","2021/22","S08000022","S12000017","30-34",569,293,79,196,1,0,372,422,265
"First Visit","2021/22","S08000022","S12000017","35-39",344,177,55,112,0,0,232,262,156
"First Visit","2021/22","S08000022","S12000017","40 and over",100,49,21,30,0,0,70,77,43
"First Visit","2021/22","S08000022","S12000035","under 20",2,0,0,2,0,0,0,0,0
"First Visit","2021/22","S08000022","S12000035","20-24",66,25,12,29,0,0,37,46,19
"First Visit","2021/22","S08000022","S12000035","25-29",153,62,21,70,0,0,83,101,54
"First Visit","2021/22","S08000022","S12000035","30-34",187,90,27,70,0,0,117,141,80
"First Visit","2021/22","S08000022","S12000035","35-39",122,67,18,37,0,0,85,98,62
"First Visit","2021/22","S08000022","S12000035","40 and over",42,24,7,11,0,0,31,35,22
"First Visit","2021/22","S08000022","S12000035","Invalid or missing",4,4,0,0,0,0,4,4,4
"First Visit","2021/22","S08000024","S12000010","under 20",17,5,2,10,0,0,7,11,4
"First Visit","2021/22","S08000024","S12000010","20-24",101,15,13,73,0,0,28,50,14
"First Visit","2021/22","S08000024","S12000010","25-29",251,94,40,117,0,0,134,168,87
"First Visit","2021/22","S08000024","S12000010","30-34",420,214,82,124,0,0,296,336,202
"First Visit","2021/22","S08000024","S12000010","35-39",229,127,50,52,0,0,177,193,121
"First Visit","2021/22","S08000024","S12000010","40 and over",60,28,16,16,0,0,44,53,26
"First Visit","2021/22","S08000024","S12000019","under 20",22,2,2,18,0,0,4,10,2
"First Visit","2021/22","S08000024","S12000019","20-24",117,23,18,76,0,0,41,60,23
"First Visit","2021/22","S08000024","S12000019","25-29",288,105,54,129,0,0,159,186,93
"First Visit","2021/22","S08000024","S12000019","30-34",384,143,93,148,0,0,236,266,131
"First Visit","2021/22","S08000024","S12000019","35-39",243,108,70,65,0,0,178,193,100
"First Visit","2021/22","S08000024","S12000019","40 and over",50,17,19,14,0,0,36,42,15
"First Visit","2021/22","S08000024","S12000036","under 20",58,11,10,37,0,0,21,28,5
"First Visit","2021/22","S08000024","S12000036","20-24",278,69,53,156,0,0,122,150,56
"First Visit","2021/22","S08000024","S12000036","25-29",807,361,190,254,2,0,551,619,314
